text,label,type,voice,augment_reverb,augment_noise,augment_speed,augment_low_quality,augment_volume,augment_pitch
听说你换工作了？新公司怎么样,normal,正常通话,zh-CN-XiaoxiaoNeural,0.06,0.003,1,0.05,0.95,0
周五晚上篮球去不去，老地方,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1,0.05,1,0
你那辆车的保险快到期了吧，提醒你一下,normal,正常通话,zh-CN-XiaoyiNeural,0.05,0,1.15,0,1,-1
小张说他下个月结婚，你去不去,normal,正常通话,zh-CN-YunxiNeural,0.04,0.005,1.05,0,0.95,0
最近想换个手机，你推荐一个，性价比高点的,normal,正常通话,zh-CN-XiaoxiaoNeural,0.03,0,1.1,0.05,0.95,1
明天晚上有个同学聚会你收到消息没,normal,正常通话,zh-CN-XiaoyiNeural,0,0,1.15,0.08,0.95,0
咱上次说的那个项目你还做不做了,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0,1,0.05,0.95,0
你上次推荐那个牙医不错，我去看了一下,normal,正常通话,zh-CN-YunyangNeural,0.02,0.005,1,0.08,1,1
你最近看到老李没有，我联系不上他,normal,正常通话,zh-CN-YunyangNeural,0.02,0.003,1.05,0,0.95,0
后天约了钓鱼别忘了，六点出发,normal,正常通话,zh-CN-YunyangNeural,0.03,0.003,1.05,0,1.05,0
我买了新游戏，玩不玩？联机的,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0.003,1.15,0,0.95,0
你那健身卡办了没，一起啊，互相监督,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0.005,1.05,0,1,0
晚上有没有事，没事来我家喝茶,normal,正常通话,zh-CN-YunxiNeural,0.04,0,1,0,1,0
听说你炒股了？行情不好悠着点,normal,正常通话,zh-CN-XiaoxiaoNeural,0.06,0.005,1,0,0.95,0
五一去不去自驾游，我们组了个队,normal,正常通话,zh-CN-YunyangNeural,0.04,0.003,1,0,0.95,0
那个装修师傅的联系方式给我一下,normal,正常通话,zh-CN-YunyangNeural,0,0.003,1,0,1,0
我过两天要去上海出差，你有啥要带的不,normal,正常通话,zh-CN-YunjianNeural,0.06,0.003,1,0,1,0
你还记得大学那谁吗，我今天在地铁上碰见他了,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0.005,1,0.08,1,0
最近忙什么呢，朋友圈都不发,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0.003,1.1,0.05,0.95,0
你上次说那个电影我看了，确实不错,normal,正常通话,zh-CN-YunjianNeural,0,0,1,0.05,0.95,-1
周末我请你吃饭，上次帮忙还没谢你,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1.1,0,1,1
你那个项目招标结果出来没,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0,1.05,0.08,1,1
我准备报个班学Python，你以前学过有什么建议,normal,正常通话,zh-CN-YunjianNeural,0.03,0,1,0.08,1.05,0
喂李工，那个方案我发你邮箱了，你抽空看一下,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.003,1,0.08,1.05,0
下午三点的会改到四点了，通知一下大家,normal,正常通话,zh-CN-YunyangNeural,0.03,0,1,0,1,1
王总，上周的项目报告你收到没，需要修改吗,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0.005,1,0.05,1,0
那个客户的合同电子版发我一份，我打印出来,normal,正常通话,zh-CN-YunxiNeural,0,0,1,0,0.95,0
明天出差去杭州，高铁票我已经订好了,normal,正常通话,zh-CN-YunjianNeural,0.06,0,1.1,0.08,1,0
甲方那边反馈怎么样，方案过了吗,normal,正常通话,zh-CN-YunjianNeural,0.03,0,1,0,0.95,0
小刘你那个Excel数据能发我一下吗，领导急着要,normal,正常通话,zh-CN-YunjianNeural,0.02,0,1,0.05,0.95,-1
这个月的业绩报表你帮我复核一下再交,normal,正常通话,zh-CN-YunxiNeural,0.02,0,1.1,0,1,0
下午有客户来访，你准备一下会议室,normal,正常通话,zh-CN-XiaoxiaoNeural,0.06,0.003,1,0,0.95,0
我请假两天，有急事打电话，发消息可能看不到,normal,正常通话,zh-CN-XiaoyiNeural,0.06,0,1,0.08,1,1
服务器升级安排在周五下班后，你加个班,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1,0,1.05,0
那个供应商报价太高了，你再找两家询一下,normal,正常通话,zh-CN-YunjianNeural,0,0,1.1,0.05,0.95,0
新来的实习生你带一下，让他先熟悉一下系统,normal,正常通话,zh-CN-XiaoyiNeural,0,0,1,0,1,0
上周那个bug修复了吗，测试那边催了,normal,正常通话,zh-CN-XiaoyiNeural,0.06,0,1,0.05,1,1
明天上午的汇报材料PPT你改完了没,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0,1,0,0.95,0
财务那边说报销款今天到账，你查一下,normal,正常通话,zh-CN-YunxiNeural,0.04,0,1,0,1.05,0
这个项目排期太紧了，你看能不能协调一下,normal,正常通话,zh-CN-YunyangNeural,0,0.003,1,0,1,0
今天下班能帮我顶个班吗，家里有点事,normal,正常通话,zh-CN-YunxiNeural,0.02,0,1,0.08,0.95,0
张经理找你，说有个急事，你赶紧回个电话,normal,正常通话,zh-CN-YunxiNeural,0.03,0,1,0,1.05,1
版本发布通知今天发了，你看看有没有遗漏,normal,正常通话,zh-CN-YunyangNeural,0.06,0.005,1,0,0.95,0
这个需求变更你评估一下工作量，明天给我,normal,正常通话,zh-CN-XiaoyiNeural,0.05,0,1,0,1,0
技术评审定在下周二上午，你提前准备,normal,正常通话,zh-CN-YunxiNeural,0.06,0,1.05,0.05,1,0
门口快递室有你的包裹，别忘了拿,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1,0,1.05,0
年会节目你报名了没，明天截止了,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0.005,1.15,0.08,1.05,-1
这个季度KPI你们组还差多少,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.003,1,0.08,1,1
你好外卖到楼下了，麻烦下来拿一下,normal,正常通话,zh-CN-YunxiNeural,0.06,0,1.15,0,1,0
师傅你到哪了，我在地铁站B口等半天了,normal,正常通话,zh-CN-YunyangNeural,0.03,0.003,1.15,0,1,0
我在北门，你在哪个门，西门我绕过去,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0.003,1.15,0.08,0.95,1
你好我到了，小区不让进，你出来取一下吧,normal,正常通话,zh-CN-YunjianNeural,0.03,0.003,1.1,0,1,0
师傅你在几号楼下，我没看到你,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0.005,1.1,0.08,1,0
放门口就行谢谢，我马上拿,normal,正常通话,zh-CN-YunyangNeural,0.04,0,1.1,0,1.05,0
师傅麻烦快一点，我马上要开会了,normal,正常通话,zh-CN-XiaoxiaoNeural,0.03,0.005,1.15,0.08,1,0
师傅你送错了吧，我没点奶茶啊,normal,正常通话,zh-CN-XiaoxiaoNeural,0.02,0,1,0,0.95,0
我已经在楼下了，没看到你呀,normal,正常通话,zh-CN-XiaoxiaoNeural,0.02,0.003,1.1,0,1,0
师傅你电话打错了，是3号楼不是30号楼,normal,正常通话,zh-CN-YunjianNeural,0.02,0.003,1.05,0,0.95,0
快递我给你放菜鸟驿站了，取件码发你短信了,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0.003,1,0,1.05,1
你好快递，家里有人吗，有个大件,normal,正常通话,zh-CN-YunyangNeural,0,0.005,1,0,1,0
楼下快递柜，取件码我发你了,normal,正常通话,zh-CN-YunyangNeural,0.06,0.005,1.1,0.05,1,0
有你的快递到了，放物业了，记得去拿,normal,正常通话,zh-CN-YunjianNeural,0.06,0.005,1.05,0.05,1,0
王先生你好，快递在门口，麻烦签收一下,normal,正常通话,zh-CN-YunyangNeural,0.04,0,1,0.08,1,1
顺丰快递，你这个地址有点问题，确认一下,normal,正常通话,zh-CN-YunyangNeural,0.06,0,1,0,0.95,-1
你好你这个包裹要验货，能不能下来一趟,normal,正常通话,zh-CN-YunxiNeural,0.02,0,1,0,1,0
你那个快递退回来了，你拒收了是吧,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0,1.05,0.08,0.95,-1
你前天寄的东西到了，麻烦出来拿一下,normal,正常通话,zh-CN-XiaoyiNeural,0,0.003,1.05,0,1,0
放门卫了，你下班记得取,normal,正常通话,zh-CN-YunyangNeural,0,0,1.05,0,1,-1
你好我想问一下这个套餐流量用超了怎么收费,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0.003,1.05,0,1,0
你好我要办宽带，你们现在有什么套餐,normal,正常通话,zh-CN-YunyangNeural,0.04,0.005,1.15,0.08,1,1
师傅我家里网断了，能不能派人来看一下,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1,0,1,0
你好我这张卡月租多少，我想查一下,normal,正常通话,zh-CN-YunyangNeural,0.03,0.003,1.15,0,1,0
我想投诉，你们那个客服打了两天没打通,normal,正常通话,zh-CN-YunjianNeural,0.05,0,1.05,0.05,1,-1
你好改套餐怎么改，我想降档,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0.003,1,0,0.95,0
你好我这个账号密码忘了，怎么找回,normal,正常通话,zh-CN-YunxiNeural,0.04,0,1,0,1,0
请问一下你们周末上班吗，我想去营业厅办业务,normal,正常通话,zh-CN-YunyangNeural,0.03,0.003,1,0,1,0
你好我想开个发票，上个月的,normal,正常通话,zh-CN-YunjianNeural,0,0,1,0.08,0.95,-1
我收到一条短信说账户异常，你帮我核实一下是不是诈骗,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0,1,0,1,0
你好我订的那个房间能不能换成大床房,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0.003,1.15,0,1,0
请问离店最晚几点，能延到两点吗,normal,正常通话,zh-CN-YunyangNeural,0.06,0,1,0,1,1
你好这个商品有没有货，写着预售要多久,normal,正常通话,zh-CN-XiaoxiaoNeural,0.02,0,1,0.05,0.95,0
我之前买的那个东西还没发货，帮我催一下,normal,正常通话,zh-CN-YunjianNeural,0.06,0.003,1.05,0.08,0.95,0
你好这个尺码不准，我想换一个码，怎么操作,normal,正常通话,zh-CN-YunjianNeural,0.06,0,1,0.08,1,-1
你好请问你们保修多久，我这才用了半年就坏了,normal,正常通话,zh-CN-YunjianNeural,0,0.005,1,0,1,0
你好这个怎么退，运费谁出,normal,正常通话,zh-CN-YunxiNeural,0,0.005,1.15,0,0.95,0
你好在线客服排队太久了，能不能帮我处理一下,normal,正常通话,zh-CN-YunyangNeural,0,0.003,1,0.08,1,-1
你好我充错号码了，能不能帮我退回来,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1.15,0.05,1.05,0
师傅你到了没，物业不让你们进吗,normal,正常通话,zh-CN-YunjianNeural,0.05,0.003,1.05,0,1.05,1
王先生你好，您明天上午十点有个牙科预约，提醒您一下,normal,正常通话,zh-CN-YunxiNeural,0.03,0,1,0,1,0
李女士您预约的体检是周五早上八点，需要空腹,normal,正常通话,zh-CN-YunyangNeural,0.05,0.005,1.15,0,1,0
你好你预约的家政保洁明天下午两点，人到了打电话给您,normal,正常通话,zh-CN-YunyangNeural,0.03,0,1.05,0,1,0
张先生您预约的汽车保养时间改为后天上午了,normal,正常通话,zh-CN-YunxiNeural,0.03,0.005,1.15,0,1,0
你好我是宠物医院，你预约的猫咪疫苗明天能来吗,normal,正常通话,zh-CN-YunjianNeural,0.02,0,1,0.08,1,0
你之前在平台上预约了家电清洗，师傅明天上午过去,normal,正常通话,zh-CN-YunjianNeural,0.02,0.003,1.15,0.08,1,0
陈女士你好这是造型工作室，你预约的染发时间是周六,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0,1,0,1.05,0
你好您在中介挂了看房预约，周六上午有套新房放出,normal,正常通话,zh-CN-YunxiNeural,0.06,0.005,1,0,1,1
刘先生您在驾校预约的科目三练习安排在周一下午,normal,正常通话,zh-CN-YunxiNeural,0.04,0.005,1,0,1.05,0
您预约的儿童摄影时间是周日上午，提醒您带宝宝,normal,正常通话,zh-CN-YunxiNeural,0.03,0,1,0,1.05,0
你好我是餐厅，您预约的包间今晚六点半，需要取消吗,normal,正常通话,zh-CN-YunxiNeural,0,0.005,1.15,0,0.95,0
赵先生你的预约改到了下午三点，之前系统搞错了,normal,正常通话,zh-CN-YunyangNeural,0.03,0.005,1.1,0.05,1,0
你好您预约的证件照拍摄明天上午可以来吗,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0,1,0,1,0
后天您的体检报告可以来取了，需要本人携带身份证,normal,正常通话,zh-CN-YunjianNeural,0.02,0,1,0,1,0
您预约的按摩师今晚七点到，可以吗,normal,正常通话,zh-CN-XiaoyiNeural,0.06,0.003,1,0,1,0
你好我是琴行，您预约的体验课确定明天来吗,normal,正常通话,zh-CN-YunyangNeural,0.04,0.003,1,0,0.95,0
王女士明天你要在手机上预约挂号，别忘了,normal,正常通话,zh-CN-YunyangNeural,0,0,1.05,0,0.95,1
你好明天上午要带狗去打疫苗别忘了,normal,正常通话,zh-CN-XiaoxiaoNeural,0.02,0,1.1,0,0.95,0
提醒一下你记得明天去银行预约换卡,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0.003,1.1,0.05,1,0
您女儿预约的试听课上午九点半，提醒家长陪同,normal,正常通话,zh-CN-YunjianNeural,0.04,0.003,1.05,0,1,0
各位家长下午好，明天运动会请注意给孩子穿运动服,normal,正常通话,zh-CN-YunxiNeural,0.05,0.005,1,0.05,1.05,0
老师你好，小明今天有点感冒下午请半天假,normal,正常通话,zh-CN-XiaoyiNeural,0.06,0,1,0.08,0.95,0
请问数学作业是哪几页，我孩子记错了,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0.005,1,0,0.95,0
家长你好期末家长会安排在周三晚上七点,normal,正常通话,zh-CN-YunyangNeural,0.06,0.005,1.05,0,0.95,0
老师不好意思今天堵车了，孩子晚到一会儿,normal,正常通话,zh-CN-YunxiNeural,0.06,0,1.15,0,0.95,-1
家长你好学校下周一组织春游，记得带水壶和帽子,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.005,1.15,0,1,0
各位家长今天发的试卷请督促孩子订正签名,normal,正常通话,zh-CN-YunjianNeural,0.02,0,1,0,0.95,0
同学你饭卡掉食堂了，来门卫室拿,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.005,1.15,0.05,1,0
你好物业，我这栋楼电梯坏了能不能尽快修,normal,正常通话,zh-CN-XiaoxiaoNeural,0.04,0,1.15,0,1,1
各位业主明天上午停水，预计到中午十二点,normal,正常通话,zh-CN-YunjianNeural,0.04,0.003,1,0.05,0.95,0
物业吧，楼道灯坏了有几天了，派人来看看,normal,正常通话,zh-CN-YunxiNeural,0.05,0,1,0,0.95,-1
你好今天楼下有社区义诊，免费测血压血糖,normal,正常通话,zh-CN-YunjianNeural,0.05,0,1.15,0,1,0
下个月物业费该交了，提醒一下，有空去物业交,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0.005,1.15,0,1,0
今天小区里搞垃圾分类宣传活动，有兴趣的可以来,normal,正常通话,zh-CN-YunjianNeural,0.04,0.003,1,0,1,0
各位邻居明天小区消杀，注意关窗,normal,正常通话,zh-CN-YunxiNeural,0.03,0,1,0,1,-1
你好请问咱们这附近有没有推荐的家政,normal,正常通话,zh-CN-YunyangNeural,0.03,0.003,1.1,0,1,0
居委会通知退伍军人今天去登记一下,normal,正常通话,zh-CN-YunxiNeural,0.03,0,1,0,1,0
你家装修啥时候完，天天敲得没法睡,normal,正常通话,zh-CN-YunjianNeural,0.04,0.003,1,0,1,0
楼上的你家阳台在滴水，快看看,normal,正常通话,zh-CN-YunjianNeural,0.04,0.003,1,0,1,1
今天楼下菜市场有活动，活鱼特价,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.003,1.15,0,0.95,0
你好我想挂一个消化内科，最近胃不舒服,normal,正常通话,zh-CN-YunjianNeural,0.02,0,1,0.05,0.95,1
医生你好，我上次查的血常规结果出来了吗,normal,正常通话,zh-CN-YunyangNeural,0,0,1,0,0.95,-1
药师你好，这个药是一天三次饭前吃吗,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1.1,0.08,1,0
护士你好请问今天还有没有号,normal,正常通话,zh-CN-YunyangNeural,0.04,0,1.05,0.05,0.95,0
你好我预约了B超，现在能做吗,normal,正常通话,zh-CN-XiaoyiNeural,0.05,0.005,1.15,0,0.95,0
医生这个检查空腹能做吗，我吃了早饭,normal,正常通话,zh-CN-YunyangNeural,0.03,0.005,1,0,1,-1
你好体检中心吗，我想预约一个入职体检套餐,normal,正常通话,zh-CN-YunxiNeural,0.05,0.005,1.15,0,0.95,0
我上次开的药吃完了，能不能再开一盒,normal,正常通话,zh-CN-YunjianNeural,0.04,0,1,0.05,1,0
大夫我这腰疼了快一个月了，想拍个片子,normal,正常通话,zh-CN-YunyangNeural,0.03,0,1.15,0,1,0
我是来复诊的，上次的药不太好使,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1,0.08,1,-1
护士我在几号诊室等，我看叫号叫到我了,normal,正常通话,zh-CN-YunyangNeural,0.04,0,1.05,0,0.95,1
你好请问周六可以抽血吗,normal,正常通话,zh-CN-YunjianNeural,0.03,0,1.05,0,1,0
医生我过敏源检测报告出来能手机上查吗,normal,正常通话,zh-CN-XiaoxiaoNeural,0.06,0,1.05,0.08,0.95,0
你好我想打宫颈癌疫苗，现在有苗吗,normal,正常通话,zh-CN-YunyangNeural,0.03,0,1.1,0.08,1,-1
医生这个药吃了有点头晕，正常吗,normal,正常通话,zh-CN-XiaoxiaoNeural,0.03,0.005,1.05,0,1.05,-1
我的CT结果能帮我打印一份吗,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1.1,0,0.95,-1
你好我今天来取体检报告，在哪取,normal,正常通话,zh-CN-YunxiNeural,0.02,0,1.05,0,1.05,-1
明天去你们卫生院看病能刷医保吗,normal,正常通话,zh-CN-XiaoxiaoNeural,0.04,0,1.15,0,0.95,0
你好我这个创口会不会感染要不要打破伤风,normal,正常通话,zh-CN-YunxiNeural,0,0,1,0,1,0
眼科能配眼镜吗，验光是不是要提前约,normal,正常通话,zh-CN-XiaoyiNeural,0.05,0.003,1.1,0.08,0.95,0
师傅你到哪了大概还要多久,normal,正常通话,zh-CN-XiaoyiNeural,0,0.005,1.05,0.05,1.05,0
我刚到楼下，你下来吧,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1,0,1.05,0
你那边听得清楚吗声音有点小,normal,正常通话,zh-CN-YunyangNeural,0.03,0,1.05,0,1.05,1
信号不太好你重新打一下,normal,正常通话,zh-CN-XiaoyiNeural,0,0.003,1,0.05,1,-1
你是不是在地铁上声音特别杂,normal,正常通话,zh-CN-YunyangNeural,0.06,0,1.05,0,0.95,0
之前说的那个事你还记得吧,normal,正常通话,zh-CN-YunyangNeural,0,0,1.05,0.05,1,1
你方便说话吗不方便的话发微信,normal,正常通话,zh-CN-YunxiNeural,0.06,0,1,0.08,1,0
你看到我发的微信了吗怎么没回,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0,1.1,0.08,1,0
你把地址发我一下我一会导航过去,normal,正常通话,zh-CN-XiaoyiNeural,0.05,0,1,0.08,0.95,1
周末聚会的饭店我定了回头把地址发群里,normal,正常通话,zh-CN-YunxiNeural,0.06,0,1.15,0,1.05,-1
你拿钥匙了吗我忘带了,normal,正常通话,zh-CN-XiaoxiaoNeural,0.03,0.003,1,0.05,1,-1
你在哪呢我怎么找不到你,normal,正常通话,zh-CN-XiaoyiNeural,0,0,1,0.08,1,0
我手机快没电了等下再说,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0.005,1,0.05,1,0
你那有充电宝吗借我用一下,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.003,1,0.08,1,0
你记得带身份证明天要用,normal,正常通话,zh-CN-YunyangNeural,0,0,1,0.08,1.05,-1
冰箱里有西瓜你吃的话自己切,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1,0,0.95,0
顺便帮我带瓶水上来谢谢,normal,正常通话,zh-CN-YunjianNeural,0,0.003,1,0.08,1.05,-1
帮我看看我那个快递单号多少,normal,正常通话,zh-CN-YunxiNeural,0.05,0.003,1.15,0,0.95,-1
我刚把你发的位置转给司机了,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1.1,0.05,1,1
外面下雨了你带伞没,normal,正常通话,zh-CN-XiaoyiNeural,0.06,0,1.15,0,1.05,0
你几点下班我去接你,normal,正常通话,zh-CN-YunyangNeural,0,0,1,0,1,0
我快到了你先点菜,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0,1.1,0,1,0
今天晚上吃什么想好了没,normal,正常通话,zh-CN-YunxiNeural,0.06,0.005,1.05,0.05,1.05,-1
周末天气好要不出去走走,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1.05,0.05,1,0
你明天有事没有陪我逛个街,normal,正常通话,zh-CN-XiaoxiaoNeural,0.06,0,1,0,1,0
爷爷你腰痛好点没，我托人买了膏药给你寄过去了,normal,正常通话,zh-CN-YunjianNeural,0,0.003,1,0.05,0.95,0
你闺女今天在学校被老师表扬了，回来高兴坏了,normal,正常通话,zh-CN-YunyangNeural,0.05,0,1,0,1,0
下个月过年回来吗，我提前买票,normal,正常通话,zh-CN-XiaoxiaoNeural,0,0,1.05,0,1,0
妈你牙疼几天了，明天请个假我带你去看,normal,正常通话,zh-CN-YunjianNeural,0,0.005,1.1,0,0.95,0
我出差回来了，给你带了点特产在冰箱里,normal,正常通话,zh-CN-XiaoxiaoNeural,0.06,0,1.15,0,1,0
你爸说想去钓鱼，周末你陪他去呗,normal,正常通话,zh-CN-YunjianNeural,0,0.005,1,0.05,0.95,0
舅妈明天过来串门，你中午回来一趟,normal,正常通话,zh-CN-XiaoxiaoNeural,0.02,0.005,1,0,0.95,1
我儿子要报兴趣班，你说学钢琴还是画画,normal,正常通话,zh-CN-YunxiNeural,0,0.005,1.05,0,1,1
晚上想吃什么，我在菜市场呢,normal,正常通话,zh-CN-XiaoyiNeural,0.06,0,1.1,0,1,0
你老婆是不是快生了，东西都准备好了没有,normal,正常通话,zh-CN-YunyangNeural,0.06,0,1.15,0.05,1,-1
妈那个热水器好像漏水了，你让爸看一下,normal,正常通话,zh-CN-YunjianNeural,0,0,1.1,0,1,0
我今天去给小侄子买了几件衣服，你回头来拿,normal,正常通话,zh-CN-YunjianNeural,0.05,0.005,1,0,1,0
你二姨从老家寄了腊肉，给你分一半,normal,正常通话,zh-CN-YunxiNeural,0.03,0,1.1,0,1.05,0
明天重阳节怎么安排，要不要去看姥爷,normal,正常通话,zh-CN-YunjianNeural,0.03,0.005,1.15,0,0.95,0
我跟你说个事你千万别生气,normal,正常通话,zh-CN-YunjianNeural,0.05,0.005,1.1,0.05,1,0
你那个相亲对象聊得怎么样了,normal,正常通话,zh-CN-YunjianNeural,0.04,0,1.1,0,1,1
咱妈今天出院了，恢复得挺好,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0.005,1.05,0.08,0.95,0
过年红包你准备好了没，别到时候慌,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0,1,0.08,1,1
你上次说的降压茶在哪买的，我也买点,normal,正常通话,zh-CN-XiaoyiNeural,0.03,0.005,1,0,1,0
我给家里安了个摄像头，你手机也能看的,normal,正常通话,zh-CN-XiaoyiNeural,0.02,0,1.15,0,1.05,0
你老婆驾照考了没，学车那边怎么说,normal,正常通话,zh-CN-YunxiNeural,0.06,0,1.15,0.08,1,-1
下午开家长会你去的吧，别迟到了,normal,正常通话,zh-CN-YunxiNeural,0.02,0.003,1,0.05,1,0
妈我今天发工资了，给你转了一千你收一下,normal,正常通话,zh-CN-XiaoxiaoNeural,0.05,0,1,0.08,1,0
你弟说要借车，我没借，你跟他解释一下,normal,正常通话,zh-CN-YunjianNeural,0.05,0,1,0,1.05,-1
下雨了赶紧收衣服，我在外面赶不回来,normal,正常通话,zh-CN-YunjianNeural,0.03,0,1.1,0,1,0
你那个同学怎么又来借钱了，你劝劝他,normal,正常通话,zh-CN-XiaoxiaoNeural,0.02,0,1.15,0.05,1,1
爸你今天血压高不高，记得量,normal,正常通话,zh-CN-YunyangNeural,0.05,0.005,1.05,0,1,0
这个月家里开支超了，下个月省着点,normal,正常通话,zh-CN-XiaoyiNeural,0.05,0,1,0,1,0
咱家猫又跑出去了，你回来帮我找找,normal,正常通话,zh-CN-XiaoyiNeural,0.04,0,1.15,0.05,1.05,0
