text,label,type,voice
我们有你的手机通讯录和裸聊视频,fraud,裸聊敲诈,zh-CN-YunjianNeural
乖乖转账就删视频，否则发到网上,fraud,裸聊敲诈,zh-CN-YunjianNeural
不给钱就让你身败名裂,fraud,裸聊敲诈,zh-CN-YunjianNeural
这是自动程序，转账后自动删除视频,fraud,裸聊敲诈,zh-CN-YunjianNeural
你通讯录里的人都收到了，你还不转钱？,fraud,裸聊敲诈,zh-CN-YunjianNeural
最后一次机会，再不转账就真的发出去了,fraud,裸聊敲诈,zh-CN-YunjianNeural
先支付删除费1888元，保证视频彻底删除,fraud,裸聊敲诈,zh-CN-YunjianNeural
你的家人已经收到彩信了，还不解决？,fraud,裸聊敲诈,zh-CN-YunjianNeural
下载这个直播软件，可以和我视频互动,fraud,裸聊敲诈,zh-CN-YunjianNeural
我们是专业的，付完钱立刻删视频绝不骚扰,fraud,裸聊敲诈,zh-CN-YunjianNeural
这边有内幕消息，跟我买稳赚不赔,fraud,网络赌博诈骗,zh-CN-YunxiNeural
AI大数据精准预测彩票结果,fraud,网络赌博诈骗,zh-CN-YunxiNeural
注册就送彩金，首充100送200,fraud,网络赌博诈骗,zh-CN-YunxiNeural
导师带单，包赢技术教学,fraud,网络赌博诈骗,zh-CN-YunxiNeural
今天赛事分析精准，错过今晚就错过大奖,fraud,网络赌博诈骗,zh-CN-YunjianNeural
VIP会员专属内幕计划，回报率200%,fraud,网络赌博诈骗,zh-CN-YunxiNeural
平台有漏洞，趁现在赶紧薅羊毛,fraud,网络赌博诈骗,zh-CN-YunxiNeural
下注越多优惠越多，最高返水30%,fraud,网络赌博诈骗,zh-CN-YunxiNeural
账户违规操作被冻结，需要缴纳解冻金,fraud,网络赌博诈骗,zh-CN-YunxiNeural
充值达到一定金额才能提现,fraud,网络赌博诈骗,zh-CN-YunxiNeural
您的快递丢失，我们要进行三倍理赔,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您购买的商品有质量问题，商家要召回并退款,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您的订单异常，需要重新确认才能发货,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
误将您开通了VIP会员，每月会扣费，需要帮您取消,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您的消费信誉良好，可以申请高额退款,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
请添加客服QQ进行退款操作,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
打开屏幕共享，帮您远程操作退款,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
系统授权理赔需要认证流水，先转账再退款,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您的快递被海关扣押，需要缴纳清关费,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
理赔通道限时开放，过期不候,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您的快递损坏，需要办理退款赔付,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
后台系统出错，需要重新验证身份,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
商品有甲醛超标问题，厂家主动赔偿三倍,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您的账户被误设置为代理商，需要取消否则扣款,fraud,冒充网购客服诈骗,zh-CN-XiaoxiaoNeural
您之前开通过校园贷，现在需要注销，否则影响征信,fraud,虚假征信诈骗,zh-CN-YunyangNeural
根据国家政策，校园贷账号必须注销,fraud,虚假征信诈骗,zh-CN-YunyangNeural
您的身份信息被盗用注册了网贷账号，需要配合注销,fraud,虚假征信诈骗,zh-CN-YunyangNeural
不注销校园贷会影响以后贷款买房买车,fraud,虚假征信诈骗,zh-CN-YunyangNeural
需要把贷款额度清零才能完成注销,fraud,虚假征信诈骗,zh-CN-YunyangNeural
您的征信有异常记录，需要转入清查账户修复,fraud,虚假征信诈骗,zh-CN-YunyangNeural
先从网贷平台借款出来转到我们账户，帮你还清,fraud,虚假征信诈骗,zh-CN-YunxiNeural
配合我们做流水就能修复个人征信,fraud,虚假征信诈骗,zh-CN-YunyangNeural
银保监会认证的对接账户，为您办理征信修复,fraud,虚假征信诈骗,zh-CN-YunyangNeural
您有助学贷未还清记录，不处理会影响毕业,fraud,虚假征信诈骗,zh-CN-YunyangNeural
您的贷款额度可以提升，点击链接申请,fraud,虚假征信诈骗,zh-CN-YunxiNeural
信用评分不足，请先刷流水提高额度,fraud,虚假征信诈骗,zh-CN-YunxiNeural
现在有私募通道，确定性的投资机会,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
跟着老师做波段，稳赚不赔,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
我们有内幕消息，保证您赚钱,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
保本保息，日赚千元不是梦,fraud,虚假投资理财诈骗,zh-CN-YunjianNeural
先投入小额资金试试，赚钱后加大投入,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
下载我们的投资APP，导师一对一指导,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
今日特惠活动，充值10万送5万,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
账户异常被冻结，需要缴纳解冻费,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
个人所得税需要补缴，先转账再提现,fraud,虚假投资理财诈骗,zh-CN-YunyangNeural
流水不够无法提现，再充值一笔补齐流水,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
充值成为VIP会员，享受专属理财通道,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
今天行情特别好，错过就没了,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
群里所有人都在跟单操作，你还不来？,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
老师带单操作，亏损算我们的,fraud,虚假投资理财诈骗,zh-CN-YunxiNeural
您中大奖了！需要先缴纳个人所得税才能领取,fraud,中奖诈骗,zh-CN-XiaoyiNeural
恭喜您成为幸运观众，奖金10万元,fraud,中奖诈骗,zh-CN-XiaoyiNeural
您的手机号被抽中为幸运用户,fraud,中奖诈骗,zh-CN-XiaoyiNeural
领取奖金需要先支付公证费,fraud,中奖诈骗,zh-CN-YunyangNeural
未按时领取视为自动放弃，需缴纳违约金,fraud,中奖诈骗,zh-CN-YunyangNeural
您的积分可以兑换现金，点击链接领取,fraud,中奖诈骗,zh-CN-XiaoyiNeural
您被选中为幸运客户，获得免费送礼机会,fraud,中奖诈骗,zh-CN-XiaoyiNeural
先交保证金才能领取奖品,fraud,中奖诈骗,zh-CN-YunyangNeural
您的好友送您一份礼物，需要自己承担运费,fraud,中奖诈骗,zh-CN-XiaoyiNeural
活动即将结束，请立即点击领取奖金,fraud,中奖诈骗,zh-CN-XiaoyiNeural
您的社保补贴可以领取，请提供银行卡信息,fraud,补贴诈骗,zh-CN-YunyangNeural
国家发放疫情补贴，点击链接领取,fraud,补贴诈骗,zh-CN-YunyangNeural
您有一笔生育补贴未领取,fraud,补贴诈骗,zh-CN-YunyangNeural
购房补贴名额有限，请尽快申请,fraud,补贴诈骗,zh-CN-YunyangNeural
领取补贴需要先转账激活,fraud,补贴诈骗,zh-CN-YunyangNeural
您有一笔扶贫款可以领取,fraud,补贴诈骗,zh-CN-YunyangNeural
您的营业执照需要年审，点击链接处理,fraud,冒充工商诈骗,zh-CN-YunyangNeural
您经营的店铺需要更新许可证，不处理会罚款,fraud,冒充工商诈骗,zh-CN-YunyangNeural
企业年报逾期未报，需要缴纳罚款,fraud,冒充工商诈骗,zh-CN-YunyangNeural
法人信息过期，需要重新认证,fraud,冒充工商诈骗,zh-CN-YunyangNeural
您的店铺被投诉，需要交保证金处理,fraud,冒充工商诈骗,zh-CN-YunyangNeural
明天来我办公室一趟,fraud,冒充领导诈骗,zh-CN-YunyangNeural
我是你领导，现在不方便说话，加个微信,fraud,冒充领导诈骗,zh-CN-YunyangNeural
帮领导转个账，稍后还给你,fraud,冒充领导诈骗,zh-CN-YunyangNeural
领导急需用钱，先转到这个账户,fraud,冒充领导诈骗,zh-CN-YunyangNeural
这是私密事情，不能告诉别人,fraud,冒充领导诈骗,zh-CN-YunyangNeural
现在方便吗？有件事想找你帮忙,fraud,冒充领导诈骗,zh-CN-YunyangNeural
这是我小号，原来的号不用了,fraud,冒充领导诈骗,zh-CN-YunyangNeural
先把钱转过来，我再转给领导,fraud,冒充领导诈骗,zh-CN-YunyangNeural
用你账户转一下，避开审计,fraud,冒充领导诈骗,zh-CN-YunyangNeural
急需资金周转，明天就还你,fraud,冒充领导诈骗,zh-CN-YunyangNeural
您的微信账号存在异常，需要点击链接解封,fraud,微信诈骗,zh-CN-XiaoxiaoNeural
您的微信需要二次验证，加客服微信处理,fraud,微信诈骗,zh-CN-XiaoxiaoNeural
扫码免费领取红包封面,fraud,微信诈骗,zh-CN-XiaoyiNeural
您的好友辅助验证，请点击链接,fraud,微信诈骗,zh-CN-XiaoxiaoNeural
微信被限制登录，扫码免费解封,fraud,微信诈骗,zh-CN-XiaoxiaoNeural
您的账号涉嫌违规，需要提供信息解封,fraud,微信诈骗,zh-CN-XiaoxiaoNeural
您的游戏账号被锁定，需要支付解锁费,fraud,游戏诈骗,zh-CN-YunxiaNeural
购买游戏装备享受折扣，扫码支付,fraud,游戏诈骗,zh-CN-YunxiaNeural
低价代练服务，点击了解,fraud,游戏诈骗,zh-CN-YunxiaNeural
免费领取游戏皮肤，点击链接领取,fraud,游戏诈骗,zh-CN-YunxiaNeural
账号交易有手续费，先付定金,fraud,游戏诈骗,zh-CN-YunxiaNeural
您购买的装备未到账，需要重新支付,fraud,游戏诈骗,zh-CN-YunxiaNeural
充值游戏会员，享8折优惠,fraud,游戏诈骗,zh-CN-YunxiaNeural
您的订单异常，需要重新付款激活,fraud,游戏诈骗,zh-CN-YunxiaNeural
客服帮你操作，账号密码给我,fraud,游戏诈骗,zh-CN-YunxiaNeural
低价充值游戏点券，微信转账即可,fraud,游戏诈骗,zh-CN-YunxiaNeural
您的包裹在海关，需要清关费,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
快递公司员工失误，包裹丢失，赔偿三倍,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
请确认收货地址，支付10元改地址费,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
您的快递检出违禁品，需要配合调查,fraud,快递诈骗,zh-CN-YunyangNeural
快递无人签收，需要支付保管费,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
免费送手机，只需支付邮费,fraud,快递诈骗,zh-CN-XiaoyiNeural
您的快递被退回，需要支付重新寄出费用,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
您的航班取消，需要改签或退票,fraud,机票诈骗,zh-CN-YunyangNeural
航空公司补偿金，点击链接领取,fraud,机票诈骗,zh-CN-YunyangNeural
机票改签需要支付手续费,fraud,机票诈骗,zh-CN-YunyangNeural
帮您低价代购机票，先付定金,fraud,机票诈骗,zh-CN-YunyangNeural
内部价机票，数量有限先到先得,fraud,机票诈骗,zh-CN-YunyangNeural
您的银行账户存在盗刷风险，请转账到安全账户,fraud,冒充银行诈骗,zh-CN-YunyangNeural
您的信用卡逾期未还，已被限制使用,fraud,冒充银行诈骗,zh-CN-YunyangNeural
银行系统升级，需要重新验证信息,fraud,冒充银行诈骗,zh-CN-YunyangNeural
您的银行卡被冻结，需要转账解冻,fraud,冒充银行诈骗,zh-CN-YunyangNeural
信用额度可以提升，点击链接申请,fraud,冒充银行诈骗,zh-CN-YunyangNeural
POS机押金返还，点击链接领取,fraud,冒充银行诈骗,zh-CN-YunyangNeural
您的账户涉及洗钱，请配合资金清查,fraud,冒充银行诈骗,zh-CN-YunyangNeural
银行员工失误多转了钱，需要退还,fraud,冒充银行诈骗,zh-CN-YunyangNeural
您的贷款审批通过，需要先支付手续费,fraud,冒充银行诈骗,zh-CN-YunyangNeural
银行内部高回报理财产品，只针对VIP客户,fraud,冒充银行诈骗,zh-CN-YunyangNeural
您的孩子在学校受伤了，急需手术费,fraud,冒充亲友诈骗,zh-CN-XiaoxiaoNeural
爸，我在外面出了点事，需要钱私了,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
妈，刚才撞到人了，对方要私了,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
这是我新号码，原来的不用了,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
朋友住院了，急需借钱转账,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
我是你侄子，出车祸了在医院,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
老板临时用钱，先转账回来,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
家人突发疾病，急需手术押金,fraud,冒充亲友诈骗,zh-CN-XiaoxiaoNeural
帮我转笔钱给朋友，事后给你好处,fraud,冒充亲友诈骗,zh-CN-YunxiaNeural
电话打不通，只能发消息借钱,fraud,冒充亲友诈骗,zh-CN-XiaoxiaoNeural
您的ETC已过期，需要重新认证,fraud,冒充ETC诈骗,zh-CN-XiaoxiaoNeural
车辆通行费可以返还，点击链接领取,fraud,冒充ETC诈骗,zh-CN-XiaoxiaoNeural
高速通行卡被禁用，需要支付激活费,fraud,冒充ETC诈骗,zh-CN-XiaoxiaoNeural
您的医保卡被暂停使用，需要重新激活,fraud,医保诈骗,zh-CN-YunyangNeural
医疗补贴可以领取，请提供账户信息,fraud,医保诈骗,zh-CN-YunyangNeural
您的社保补贴未领取，即将过期,fraud,医保诈骗,zh-CN-YunyangNeural
医保账户异常，需要转账修复,fraud,医保诈骗,zh-CN-YunyangNeural
接种疫苗有补贴，点击链接申领,fraud,医保诈骗,zh-CN-YunyangNeural
您的疫苗接种记录有误，需要修改,fraud,医保诈骗,zh-CN-YunyangNeural
您的燃气费欠缴，需要立即补缴,fraud,冒充燃气诈骗,zh-CN-XiaoxiaoNeural
燃气公司上门安检，请支付费用,fraud,冒充燃气诈骗,zh-CN-XiaoxiaoNeural
燃气设备需要更换，预约费先付,fraud,冒充燃气诈骗,zh-CN-XiaoxiaoNeural
您的电费欠缴，即将断电,fraud,冒充电力诈骗,zh-CN-YunyangNeural
电力公司退款可以领取，点击链接,fraud,冒充电力诈骗,zh-CN-YunyangNeural
安装智能电表，需要支付设备费,fraud,冒充电力诈骗,zh-CN-YunyangNeural
您的宽带欠费，需要续费,fraud,网络诈骗,zh-CN-XiaoxiaoNeural
网络运营商做活动，套餐免费升级,fraud,网络诈骗,zh-CN-XiaoyiNeural
您的IP地址异常，需要转账解封,fraud,网络诈骗,zh-CN-YunyangNeural
网络提速需要支付费用，点击办理,fraud,网络诈骗,zh-CN-XiaoxiaoNeural
您的网络套餐即将到期，请及时续费,fraud,网络诈骗,zh-CN-XiaoxiaoNeural
我是网信部门工作人员，您的信息泄露了,fraud,冒充网信部门诈骗,zh-CN-YunyangNeural
您的网站有违规内容，需要处理,fraud,冒充网信部门诈骗,zh-CN-YunyangNeural
网络安全审查，需要提供账户信息,fraud,冒充网信部门诈骗,zh-CN-YunyangNeural
您的网络发言涉及违规，需要配合调查,fraud,冒充网信部门诈骗,zh-CN-YunyangNeural
先付款再约会，见面后返款,fraud,色情诈骗,zh-CN-XiaoyiNeural
上门服务费、保证金、道具费各种费用,fraud,色情诈骗,zh-CN-XiaoyiNeural
先付定金才能安排见面,fraud,色情诈骗,zh-CN-XiaoyiNeural
小姐已经出发，支付定金锁定服务,fraud,色情诈骗,zh-CN-XiaoyiNeural
支付安全保障费，服务结束全额退款,fraud,色情诈骗,zh-CN-XiaoxiaoNeural
特殊服务需要先充值会员卡,fraud,色情诈骗,zh-CN-XiaoyiNeural
您的裸聊视频和通讯录都在我们手上,fraud,裸聊敲诈,zh-CN-YunjianNeural
不转账就把视频发给你的通讯录好友,fraud,裸聊敲诈,zh-CN-YunjianNeural
花钱消灾，这事只有你自己知道,fraud,裸聊敲诈,zh-CN-YunjianNeural
我给你的家人打电话了，还不转钱？,fraud,裸聊敲诈,zh-CN-YunjianNeural
最后一次机会，转账后删除所有记录,fraud,裸聊敲诈,zh-CN-YunjianNeural
下载这个软件可以破解对方手机,fraud,黑客诈骗,zh-CN-YunxiNeural
我查到对方位置了，需要付费获取,fraud,黑客诈骗,zh-CN-YunxiNeural
可以帮你定位删除聊天记录,fraud,黑客诈骗,zh-CN-YunxiNeural
破解微信密码，查看对方聊天记录,fraud,黑客诈骗,zh-CN-YunxiNeural
先付定金，技术破解成功后再付尾款,fraud,黑客诈骗,zh-CN-YunxiNeural
查开房记录、车辆信息，需要费用,fraud,黑客诈骗,zh-CN-YunxiNeural
您的包裹在快递点，需要支付保管费,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
免费送空调扇，只需付邮费,fraud,快递诈骗,zh-CN-XiaoyiNeural
您的快递被退回，需要支付转寄费,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
快递公司系统升级，需要重新确认地址,fraud,快递诈骗,zh-CN-XiaoxiaoNeural
您的身份证被人绑定多个手机号,fraud,冒充通信诈骗,zh-CN-YunyangNeural
手机号涉嫌违规将被停机,fraud,冒充通信诈骗,zh-CN-YunyangNeural
携号转网需要更换套餐，预存话费,fraud,冒充通信诈骗,zh-CN-XiaoxiaoNeural
您的手机积分可以兑换礼品,fraud,冒充通信诈骗,zh-CN-XiaoyiNeural
您的手机存在安全风险，需要安装防护软件,fraud,冒充通信诈骗,zh-CN-YunyangNeural
您的手机号码被限制呼出,fraud,冒充通信诈骗,zh-CN-YunyangNeural
您的营业执照需要年审，点击链接处理,fraud,冒充工商诈骗,zh-CN-YunyangNeural
企业经营异常，需要缴纳罚款处理,fraud,冒充工商诈骗,zh-CN-YunyangNeural
您的商标被抢注，需要立即处理,fraud,冒充工商诈骗,zh-CN-YunyangNeural
年报申报过期，需要支付滞纳金,fraud,冒充工商诈骗,zh-CN-YunyangNeural
您的公司被投诉，需要交保证金,fraud,冒充工商诈骗,zh-CN-YunyangNeural
